File Name,Variable Name,Brief Description,Variable Type,Variable Length,Values,Required ,Null Value
Dataset Three NEMS-R,Q12b,Number of tables,Integer,255,0-58,No,Yes
Dataset Three NEMS-R,Q12c,Comments for size,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q13_1,Displays (signs or table tents) nutrition information,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_2,Displays (signs or table tents) healthy menu options highlighted,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_3,Displays (signs or table tents) healthy eating encouraged,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_4,Displays (signs or table tents) unhealthy eating encouraged,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_5,Displays (signs or table tents) overeating encouraged,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_6,Displays (signs or table tents) other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q13_7,Displays (signs or table tents) none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q14a,Comments for nutrition information,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q14b,Comments for healthy menu options highlighted,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q14c,Comments for healthy eating encouraged,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q14d,Comments for unhealthy eating encouraged,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q14e,Comments for overeating encouraged,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q14f,Comments for other,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q15_1,Menu items salad bar,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_2,Menu items baked chips,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_3,Menu items whole wheat/whole grain bread,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_4,Menu items 100% fruit juice,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_5,Menu items milk (2% or lower),Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_6,Menu items diet soda,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_7,Menu items bottled water,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_8,Menu items other low calorie beverage,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15_9,Menu items none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q15a,Comments for menu items,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q16a,Main dish number of total entrées,Integer,255,1-152,No,Yes
Dataset Three NEMS-R,Q16b,Main dish number of healthier entrees,Integer,255,0-34,No,Yes
Dataset Three NEMS-R,Q16c,Comments for main dish,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q17a,Main salad number of total entrées,Integer,255,0-45,No,Yes
Dataset Three NEMS-R,Q17b,Main salad number of healthier entrées,Integer,255,0-12,No,Yes
Dataset Three NEMS-R,Q17c,Comments for main salads,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q18a,Healthy fruits (no added sugar) total number of sides,Integer,255,0-4,No,Yes
Dataset Three NEMS-R,Q18b,Healthy vegetables (non-fried and no sauce) total number of sides,Integer,255,0-11,No,Yes
Dataset Three NEMS-R,Q19a,Comments for healthy fruits,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q19b,Comments for healthy vegetables,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q20_1,Menu facilitators and supports nutrition information,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_2,Menu facilitators and supports healthy entrées identified,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_3,Menu facilitators and supports reduced portion sizes offered,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_4,Menu facilitators and supports encourage healthy requests notations,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_5,Menu facilitators and supports children's menu,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_6,Menu facilitators and supports other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20_7,Menu facilitators and supports none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q20a,Comments for menu facilitators and supports,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q21_1,Menu barriers large portion sizes encouraged,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21_2,Menu barriers discourage special requests notations,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21_3,Menu barriers all-u-can-eat ,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21_4,Menu barriers charge for shared entrée ,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21_5,Menu barriers other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21_6,Menu barriers none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q21a,Comments for menu barriers,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q22a,Price sum of individual items compared to combo meal,Integer,255,"1=more, 2=same, 3= less, 4=NA",No,Yes
Dataset Three NEMS-R,Q22b,Price healthier entrees compared to regular entrees,Integer,255,"1=more, 2=same, 3= less, 4=NA",No,Yes
Dataset Three NEMS-R,Q22c,Price smaller portion compared to regular portion,Integer,255,"1=more, 2=same, 3= less, 4=NA",No,Yes
Dataset Three NEMS-R,Q22d,Price other,Integer,255,"1=more, 2=same, 3= less, 4=NA",No,Yes
Dataset Three NEMS-R,Q22e,Comments for price,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q23_1,Child menu age limit,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_2,Child menu healthier entrées,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_3,Child menu healthier side items,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_4,Child menu entrées with assigned healthier side,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_5,Child menu substitute healthier side for assigned side,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_6,Child menu unhealthy dessert automatically included,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_7,Child menu healthier dessert,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_8,Child menu 100% fruit juice,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_9,Child menu milk white and non-flavored,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_10,Child menu free refill on sugar-sweetened beverages,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_11,Child menu nutrition information,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_12,Child menu other healthy eating promotion,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_13,Child menu other unhealthy eating promotion,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q23_14,Child menu none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q24a,Child menu comments for age limit,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24b,Child menu comments for healthier entrées,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24c,Child menu comments for entrées with assigned healthier side,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24d,Child menu comments for entrées with assigned healthier side,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24e,Child menu comments for substitute healthier side for assigned side,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24f,Child menu comments for unhealthy dessert automatically included,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24g,Child menu comments for healthier dessert,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24h,Child menu comments for 100% fruit juice,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24i,Child menu comments for milk white and non-flavored,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24j,Child menu  comments for free refill on sugar-sweetened beverages,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24k,Child menu comments for nutrition information,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24l,Child menu comments for other healthy eating promotion,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q24m,Child menu comments for other unhealthy eating promotion,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q16a_c,Corrected value for Q16a,Integer,255,1-152,No,Yes
Dataset Three NEMS-R,Q16b_c,Corrected value for Q16b,Integer,255,0-40,No,Yes
Dataset Three NEMS-R,Q17a_c,Corrected value for Q17a,Integer,255,0-45,No,Yes
Dataset Three NEMS-R,Q17b_c,Corrected value for Q17b,Integer,255,0-16,No,Yes
Dataset Three NEMS-R,onehealthy,Indicator variable for at least one healthy main entrée or main salad,Integer,255,"0=no, 1=yes",No,Yes
Dataset Three NEMS-R,hopt_score,Healthy options score,Integer,255,0-13,No,Yes
Dataset Three NEMS-R,facil_score,Facilitator score,Integer,255,0-10,No,Yes
Dataset Three NEMS-R,barr_score,Barrier score,Integer,255,-7-0,No,Yes
Dataset Three NEMS-R,child_score,Child menu score,Integer,255,-3-9,No,Yes
Dataset Three NEMS-R,total_score,Total summary score (sum of all individual scores except child),Integer,255,-10 to 32,No,Yes
Dataset Three NEMS-R,total_score_child,Total summary score (sum of all individual scores including child),Integer,255,-10 to 32,No,Yes
Dataset Three NEMS-R,Type,Type of restaurant,Varchar,255,"FF=fast food, FS=full service",No,Yes
Dataset Three NEMS-R,Subtype,Subclassification for fast food restaurants,Varchar,255,"PC=corner store, PD=grocery store with delicatessen, PG=gas station, RO=restaurant only",No,Yes
